User_ID,Timestamp,App_Name,Screen_Taps,Notifications_Clicked,Day_of_Week,Hour_of_Day,Total_Sessions_Today,Previous_App_Used,Duration_mins
U158,2025-01-19 12:32:59.976212,TikTok,82,0,Sunday,12,3,Twitter,7.49
U186,2025-03-03 16:18:59.976223,Instagram,179,1,Monday,16,5,Spotify,3.54
U194,2025-01-26 08:53:59.976234,WhatsApp,176,5,Sunday,8,2,Telegram,0.36
U137,2025-03-09 19:30:59.976252,Facebook,166,1,Sunday,19,4,WhatsApp,7.01
U137,2025-03-06 16:20:59.976271,YouTube,57,2,Thursday,16,5,Facebook,10.32
U048,2025-02-14 00:41:59.976290,Facebook,60,1,Friday,0,5,WhatsApp,25.21
U149,2025-02-26 12:04:59.976310,Telegram,300,1,Wednesday,12,2,Telegram,13.32
U070,2025-02-09 17:00:59.976323,Telegram,266,3,Sunday,17,7,WhatsApp,5.2
U192,2025-01-11 23:17:59.976341,Telegram,67,4,Saturday,23,5,Telegram,32.03
U033,2025-01-08 18:02:59.976361,Instagram,175,0,Wednesday,18,3,YouTube,14.05
U049,2025-02-25 17:21:59.976379,Instagram,25,2,Tuesday,17,7,Twitter,18.67
U001,2025-02-11 05:49:59.976400,Facebook,48,4,Tuesday,5,7,Spotify,11.1
U167,2025-02-27 11:47:59.976416,TikTok,233,3,Thursday,11,6,Facebook,7.54
U178,2025-02-23 11:03:59.976429,Twitter,93,5,Sunday,11,3,Spotify,10.42
U005,2025-02-11 09:38:59.976441,Telegram,238,2,Tuesday,9,4,Facebook,4.1
U055,2025-01-24 10:01:59.976453,Spotify,168,2,Friday,10,3,TikTok,4.77
U009,2025-02-10 12:16:59.976465,WhatsApp,132,1,Monday,12,4,Facebook,2.01
U143,2025-01-11 16:30:59.976476,WhatsApp,28,5,Saturday,16,8,Instagram,3.42
U064,2025-01-08 04:24:59.976487,Facebook,213,2,Wednesday,4,6,TikTok,5.27
U026,2025-02-11 02:33:59.976499,Twitter,178,2,Tuesday,2,2,WhatsApp,19.1
U070,2025-02-22 18:07:59.976510,Telegram,136,3,Saturday,18,8,Telegram,9.96
U082,2025-01-27 01:26:59.976521,WhatsApp,209,1,Monday,1,6,TikTok,7.22
U051,2025-01-09 02:42:59.976533,Instagram,51,4,Thursday,2,2,WhatsApp,2.79
U095,2025-01-18 20:02:59.976544,YouTube,162,0,Saturday,20,6,Spotify,8.58
U098,2025-02-05 15:58:59.976555,YouTube,17,5,Wednesday,15,5,YouTube,17.37
U045,2025-02-01 15:36:59.976567,TikTok,282,1,Saturday,15,4,YouTube,13.47
U102,2025-01-14 11:21:59.976578,Facebook,225,2,Tuesday,11,4,WhatsApp,12.91
U005,2025-02-16 07:41:59.976590,Twitter,236,5,Sunday,7,5,Telegram,1.91
U144,2025-02-15 05:00:59.976601,Spotify,277,2,Saturday,5,1,None,2.16
U104,2025-01-17 19:11:59.976612,Twitter,44,1,Friday,19,2,Instagram,8.88
U086,2025-02-16 16:59:59.976623,Telegram,221,4,Sunday,16,5,Twitter,1.21
U097,2025-01-23 03:40:59.976635,Instagram,54,5,Thursday,3,9,Telegram,16.61
U122,2025-01-21 16:42:59.976646,Facebook,158,2,Tuesday,16,1,None,6.85
U079,2025-02-07 15:27:59.976659,YouTube,281,0,Friday,15,5,Instagram,44.95
U177,2025-01-31 17:23:59.976671,YouTube,50,4,Friday,17,5,Twitter,26.31
U138,2025-02-26 16:27:59.976683,Twitter,49,5,Wednesday,16,2,Instagram,11.02
U196,2025-01-19 15:48:59.976694,YouTube,162,3,Sunday,15,6,Telegram,6.0
U171,2025-01-17 02:53:59.976705,TikTok,36,3,Friday,2,5,Instagram,34.34
U168,2025-01-21 02:06:59.976717,Spotify,157,3,Tuesday,2,3,TikTok,7.73
U199,2025-02-09 02:13:59.976731,TikTok,247,2,Sunday,2,3,Spotify,8.02
U160,2025-01-24 02:47:59.976751,Telegram,49,5,Friday,2,5,Twitter,1.73
U082,2025-02-11 13:03:59.976767,Twitter,84,5,Tuesday,13,7,WhatsApp,3.31
U143,2025-01-17 00:59:59.976779,Instagram,93,0,Friday,0,9,WhatsApp,6.31
U170,2025-01-06 19:47:59.976791,Instagram,107,1,Monday,19,5,Spotify,10.02
U187,2025-02-01 23:09:59.976802,WhatsApp,49,4,Saturday,23,5,Instagram,0.37
U076,2025-03-07 15:42:59.976813,WhatsApp,282,3,Friday,15,5,WhatsApp,5.35
U152,2025-02-07 00:17:59.976825,Telegram,275,1,Friday,0,1,None,1.17
U167,2025-03-06 23:44:59.976837,Instagram,200,1,Thursday,23,7,TikTok,17.74
U020,2025-02-26 00:30:59.976848,TikTok,69,2,Wednesday,0,4,Instagram,9.83
U147,2025-03-04 22:13:59.976861,TikTok,294,5,Tuesday,22,2,Facebook,3.71
U172,2025-02-15 15:54:59.976872,Twitter,49,1,Saturday,15,3,Facebook,15.83
U134,2025-02-19 07:00:59.976885,TikTok,290,1,Wednesday,7,6,WhatsApp,0.58
U192,2025-02-20 07:20:59.976897,YouTube,152,4,Thursday,7,6,Telegram,4.51
U091,2025-02-07 15:15:59.976908,Spotify,242,1,Friday,15,4,WhatsApp,1.12
U090,2025-02-22 15:00:59.976920,TikTok,174,1,Saturday,15,4,Spotify,16.96
U185,2025-01-28 20:57:59.976932,Twitter,145,0,Tuesday,20,3,YouTube,5.86
U159,2025-02-20 06:10:59.976944,Telegram,292,2,Thursday,6,3,Twitter,1.73
U017,2025-02-08 14:36:59.976956,WhatsApp,34,0,Saturday,14,4,Instagram,19.08
U161,2025-01-30 19:31:59.976967,YouTube,57,0,Thursday,19,4,Facebook,18.87
U163,2025-02-03 19:39:59.976979,Telegram,277,0,Monday,19,5,Facebook,12.48
U132,2025-02-13 01:11:59.976991,Twitter,183,4,Thursday,1,2,Instagram,10.06
U006,2025-01-08 00:00:59.977002,Telegram,76,0,Wednesday,0,4,WhatsApp,0.85
U025,2025-01-31 14:23:59.977019,WhatsApp,274,5,Friday,14,4,Spotify,2.48
U167,2025-01-26 16:52:59.977036,Twitter,185,0,Sunday,16,8,Instagram,2.6
U110,2025-02-20 03:19:59.977048,Telegram,115,0,Thursday,3,3,TikTok,45.56
U176,2025-01-03 20:41:59.977060,Twitter,159,1,Friday,20,2,Facebook,3.14
U079,2025-01-02 10:07:59.977071,Facebook,65,5,Thursday,10,6,YouTube,0.02
U124,2025-02-16 08:38:59.977082,TikTok,136,1,Sunday,8,3,Spotify,0.88
U052,2025-02-07 13:44:59.977094,Telegram,216,1,Friday,13,3,TikTok,10.66
U168,2025-02-24 14:45:59.977105,Spotify,159,0,Monday,14,4,Spotify,5.95
U140,2025-02-07 13:45:59.977117,TikTok,73,1,Friday,13,4,Telegram,2.23
U067,2025-02-06 15:21:59.977128,YouTube,24,1,Thursday,15,2,Facebook,22.8
U096,2025-01-11 04:52:59.977139,Telegram,77,4,Saturday,4,2,Instagram,8.18
U040,2025-01-22 07:27:59.977151,Telegram,276,0,Wednesday,7,2,WhatsApp,8.24
U025,2025-02-12 22:56:59.977162,Telegram,99,0,Wednesday,22,5,WhatsApp,1.43
U152,2025-02-14 21:18:59.977173,Telegram,246,4,Friday,21,2,Telegram,37.44
U198,2025-01-23 02:13:59.977184,WhatsApp,90,2,Thursday,2,6,WhatsApp,8.23
U004,2025-02-06 07:36:59.977197,Telegram,193,1,Thursday,7,3,Telegram,4.33
U052,2025-01-16 20:33:59.977210,WhatsApp,276,2,Thursday,20,4,Telegram,17.19
U120,2025-01-12 03:44:59.977230,Spotify,225,3,Sunday,3,8,WhatsApp,15.52
U107,2025-01-11 13:18:59.977248,Facebook,167,1,Saturday,13,4,TikTok,17.0
U163,2025-02-12 19:56:59.977260,WhatsApp,145,0,Wednesday,19,6,Telegram,6.44
U078,2025-03-09 17:48:59.977271,YouTube,257,2,Sunday,17,2,YouTube,3.39
U184,2025-01-17 00:36:59.977282,Spotify,217,4,Friday,0,4,TikTok,18.78
U178,2025-03-03 00:17:59.977294,Instagram,53,2,Monday,0,4,Twitter,4.85
U072,2025-03-04 19:54:59.977306,Instagram,22,0,Tuesday,19,3,Telegram,5.24
U166,2025-02-25 17:09:59.977321,Instagram,173,4,Tuesday,17,4,Instagram,37.57
U045,2025-02-12 12:45:59.977353,TikTok,21,5,Wednesday,12,5,TikTok,2.38
U082,2025-01-17 23:11:59.977365,WhatsApp,165,5,Friday,23,8,Twitter,8.84
U017,2025-01-07 10:28:59.977377,WhatsApp,206,5,Tuesday,10,5,WhatsApp,3.04
U048,2025-01-16 15:48:59.977388,Twitter,246,2,Thursday,15,6,Facebook,0.38
U065,2025-02-07 19:50:59.977400,Telegram,198,1,Friday,19,6,YouTube,9.83
U026,2025-02-07 09:23:59.977411,YouTube,14,0,Friday,9,3,Twitter,6.39
U153,2025-01-13 07:17:59.977423,TikTok,194,0,Monday,7,4,YouTube,16.14
U122,2025-01-28 08:55:59.977443,YouTube,73,4,Tuesday,8,2,Facebook,31.06
U053,2025-03-03 19:05:59.977455,Telegram,19,0,Monday,19,4,Facebook,12.77
U153,2025-03-09 23:29:59.977467,Facebook,234,3,Sunday,23,5,TikTok,6.39
U191,2025-03-10 00:09:59.977479,Facebook,122,4,Monday,0,5,Instagram,5.95
U010,2025-02-15 23:24:59.977491,Telegram,131,3,Saturday,23,4,WhatsApp,18.1
U165,2025-02-16 05:25:59.977503,Twitter,135,4,Sunday,5,6,Facebook,4.45
U124,2025-01-25 17:57:59.977514,Twitter,53,0,Saturday,17,4,TikTok,1.27
U131,2025-01-13 22:09:59.977525,Twitter,219,4,Monday,22,4,Instagram,0.03
U046,2025-02-16 23:18:59.977537,WhatsApp,142,4,Sunday,23,4,Instagram,34.98
U036,2025-02-26 11:33:59.977548,WhatsApp,73,3,Wednesday,11,3,Spotify,8.48
U036,2025-02-26 00:37:59.977559,Spotify,274,1,Wednesday,0,4,WhatsApp,26.02
U111,2025-03-05 04:14:59.977571,Facebook,16,3,Wednesday,4,3,Facebook,13.7
U120,2025-02-14 10:48:59.977583,Instagram,87,0,Friday,10,9,Spotify,8.55
U160,2025-01-24 09:33:59.977594,YouTube,297,5,Friday,9,6,Telegram,25.25
U068,2025-02-24 16:17:59.977606,Facebook,81,3,Monday,16,2,Facebook,12.47
U068,2025-01-24 06:24:59.977617,Telegram,174,1,Friday,6,3,Facebook,10.52
U090,2025-01-01 11:12:59.977629,YouTube,31,0,Wednesday,11,5,TikTok,3.42
U103,2025-01-10 04:06:59.977640,TikTok,14,4,Friday,4,4,Twitter,3.81
U049,2025-01-08 15:26:59.977652,Twitter,62,1,Wednesday,15,8,Instagram,7.49
U055,2025-02-21 03:35:59.977663,Telegram,126,1,Friday,3,4,Spotify,12.16
U140,2025-01-11 01:51:59.977674,Spotify,62,1,Saturday,1,5,TikTok,8.51
U022,2025-02-26 18:55:59.977686,Instagram,184,4,Wednesday,18,4,WhatsApp,15.46
U108,2025-02-25 18:09:59.977697,Instagram,49,1,Tuesday,18,6,Telegram,6.96
U047,2025-02-23 06:05:59.977708,Spotify,244,2,Sunday,6,5,YouTube,7.07
U143,2025-01-22 06:57:59.977720,Twitter,63,3,Wednesday,6,10,Instagram,13.01
U156,2025-02-14 18:30:59.977732,Telegram,42,1,Friday,18,2,YouTube,1.18
U163,2025-01-16 04:51:59.977745,Twitter,87,2,Thursday,4,7,WhatsApp,1.68
U157,2025-02-15 14:26:59.977757,Instagram,246,0,Saturday,14,6,Instagram,24.11
U043,2025-03-10 04:53:59.977768,Spotify,157,1,Monday,4,4,Spotify,12.01
U094,2025-03-03 05:10:59.977779,TikTok,22,5,Monday,5,5,Spotify,0.57
U030,2025-02-28 00:17:59.977790,TikTok,247,5,Friday,0,2,Facebook,21.65
U074,2025-01-01 15:21:59.977804,Twitter,92,4,Wednesday,15,4,Facebook,0.62
U161,2025-02-18 12:02:59.977823,Facebook,11,5,Tuesday,12,5,YouTube,9.45
U056,2025-02-03 10:39:59.977840,YouTube,14,4,Monday,10,5,Spotify,3.27
U136,2025-01-17 02:33:59.977852,YouTube,44,5,Friday,2,10,YouTube,4.88
U180,2025-02-14 18:18:59.977863,Twitter,173,3,Friday,18,4,WhatsApp,11.19
U167,2025-02-21 01:40:59.977874,Facebook,281,1,Friday,1,9,Twitter,6.69
U060,2025-02-25 09:01:59.977886,Twitter,148,3,Tuesday,9,5,TikTok,13.38
U018,2025-02-01 23:01:59.977897,Facebook,138,3,Saturday,23,5,Facebook,0.07
U159,2025-03-05 01:09:59.977909,Facebook,32,3,Wednesday,1,4,Telegram,31.22
U094,2025-01-20 19:18:59.977921,YouTube,254,3,Monday,19,6,TikTok,2.21
U185,2024-12-31 20:49:59.977932,Telegram,224,0,Tuesday,20,4,Twitter,6.2
U119,2025-01-03 03:21:59.977944,YouTube,118,4,Friday,3,5,WhatsApp,23.22
U016,2025-03-07 11:26:59.977955,Twitter,138,2,Friday,11,4,Twitter,13.42
U172,2025-01-17 16:49:59.977966,Facebook,271,3,Friday,16,4,Twitter,6.89
U142,2025-01-21 12:34:59.977978,Facebook,46,3,Tuesday,12,3,Instagram,3.62
U087,2025-02-15 06:33:59.977989,WhatsApp,148,5,Saturday,6,3,Telegram,2.08
U041,2025-01-22 05:09:59.978002,Instagram,108,0,Wednesday,5,4,YouTube,2.1
U138,2025-01-15 07:05:59.978014,Spotify,69,1,Wednesday,7,3,Twitter,43.76
U071,2025-01-16 07:26:59.978025,Facebook,188,2,Thursday,7,3,WhatsApp,27.58
U069,2025-02-06 08:54:59.978037,Spotify,273,2,Thursday,8,4,Instagram,19.82
U007,2025-01-10 07:47:59.978048,Twitter,182,1,Friday,7,4,Spotify,9.64
U009,2025-02-21 19:52:59.978059,Instagram,160,2,Friday,19,5,WhatsApp,1.6
U146,2025-02-07 19:11:59.978070,Instagram,53,5,Friday,19,3,TikTok,1.87
U110,2025-02-08 07:44:59.978083,Facebook,208,5,Saturday,7,4,Telegram,20.67
U071,2025-03-09 20:23:59.978102,Telegram,40,3,Sunday,20,4,Facebook,7.9
U161,2025-01-01 05:20:59.978114,YouTube,76,5,Wednesday,5,6,Facebook,12.82
U197,2025-03-06 01:34:59.978127,Facebook,102,4,Thursday,1,3,Instagram,13.26
U110,2025-01-04 11:55:59.978140,YouTube,119,4,Saturday,11,5,Facebook,0.22
U065,2025-02-18 12:02:59.978151,TikTok,107,1,Tuesday,12,7,Telegram,0.39
U193,2025-02-10 21:10:59.978163,YouTube,69,3,Monday,21,2,Instagram,1.91
U053,2025-02-05 21:53:59.978174,Telegram,111,3,Wednesday,21,5,Telegram,17.11
U076,2025-02-06 11:33:59.978185,Twitter,23,2,Thursday,11,6,WhatsApp,10.34
U051,2025-01-26 07:53:59.978197,TikTok,234,3,Sunday,7,3,Instagram,8.99
U081,2025-01-05 13:53:59.978208,Spotify,65,0,Sunday,13,1,None,13.94
U189,2025-01-24 01:35:59.978219,Spotify,273,1,Friday,1,2,Spotify,2.7
U171,2025-02-07 13:51:59.978231,Telegram,287,3,Friday,13,6,TikTok,4.47
U182,2025-02-03 12:14:59.978242,WhatsApp,293,1,Monday,12,4,Instagram,41.17
U053,2025-01-29 01:48:59.978256,WhatsApp,71,0,Wednesday,1,6,Telegram,5.1
U099,2025-03-04 10:38:59.978268,YouTube,262,2,Tuesday,10,4,YouTube,0.56
U194,2025-02-23 06:40:59.978280,WhatsApp,240,3,Sunday,6,3,WhatsApp,0.85
U005,2025-01-29 15:24:59.978298,WhatsApp,125,4,Wednesday,15,6,Twitter,4.11
U155,2025-03-03 06:33:59.978317,Instagram,82,2,Monday,6,6,TikTok,13.96
U138,2025-01-05 11:08:59.978330,YouTube,114,1,Sunday,11,4,Spotify,4.68
U112,2025-03-08 14:26:59.978341,YouTube,36,0,Saturday,14,5,Spotify,4.04
U137,2025-01-29 01:35:59.978352,TikTok,254,2,Wednesday,1,6,YouTube,13.79
U115,2025-03-10 01:35:59.978364,Twitter,111,3,Monday,1,2,Twitter,2.01
U067,2025-01-24 16:10:59.978375,TikTok,48,4,Friday,16,3,YouTube,15.31
U177,2025-02-25 08:25:59.978387,Facebook,164,3,Tuesday,8,6,YouTube,26.5
U043,2025-01-01 11:34:59.978405,Twitter,27,1,Wednesday,11,5,Spotify,28.61
U188,2025-01-19 00:06:59.978425,Instagram,208,2,Sunday,0,7,Twitter,17.26
U099,2025-02-22 18:25:59.978438,WhatsApp,233,0,Saturday,18,5,YouTube,6.53
U109,2025-02-07 08:07:59.978449,Twitter,92,1,Friday,8,2,Spotify,12.62
U187,2025-01-02 07:18:59.978460,Facebook,104,1,Thursday,7,6,WhatsApp,0.67
U097,2025-03-01 00:15:59.978471,YouTube,70,5,Saturday,0,10,Instagram,18.67
U179,2025-03-02 04:45:59.978483,Facebook,201,3,Sunday,4,5,YouTube,24.1
U086,2025-01-24 04:11:59.978499,WhatsApp,35,4,Friday,4,6,Telegram,15.85
U052,2025-01-31 23:49:59.978519,YouTube,110,4,Friday,23,5,WhatsApp,0.02
U124,2025-01-10 15:26:59.978532,Twitter,113,4,Friday,15,5,Twitter,1.76
U077,2025-01-04 00:32:59.978543,WhatsApp,11,1,Saturday,0,5,Facebook,0.47
U188,2025-01-26 22:46:59.978565,Facebook,170,4,Sunday,22,8,Instagram,14.13
U159,2025-02-27 20:08:59.978577,WhatsApp,272,2,Thursday,20,5,Facebook,0.76
U131,2025-02-11 02:26:59.978589,Facebook,23,0,Tuesday,2,5,Twitter,2.02
U160,2025-02-24 22:16:59.978600,TikTok,74,1,Monday,22,7,YouTube,9.79
U126,2025-01-22 19:55:59.978611,TikTok,245,4,Wednesday,19,4,Telegram,17.24
U153,2025-01-15 04:51:59.978623,YouTube,292,1,Wednesday,4,6,Facebook,8.74
U056,2025-01-29 00:33:59.978634,Telegram,31,3,Wednesday,0,6,YouTube,8.94
U153,2025-02-22 15:25:59.978646,Telegram,285,0,Saturday,15,7,YouTube,13.04
U143,2025-01-14 22:38:59.978657,Spotify,256,3,Tuesday,22,11,Twitter,34.46
U142,2025-02-04 17:43:59.978669,Telegram,164,2,Tuesday,17,4,Facebook,4.7
U021,2025-02-16 09:22:59.978680,TikTok,34,1,Sunday,9,3,YouTube,14.47
U001,2025-01-18 12:17:59.978692,YouTube,267,1,Saturday,12,8,Facebook,7.11
U034,2025-02-28 03:14:59.978703,Twitter,19,5,Friday,3,5,WhatsApp,27.11
U070,2025-01-18 00:22:59.978715,Twitter,116,0,Saturday,0,9,Telegram,3.29
U028,2025-01-31 12:25:59.978726,WhatsApp,22,1,Friday,12,2,WhatsApp,30.92
U171,2025-01-03 04:47:59.978737,YouTube,165,0,Friday,4,7,Telegram,6.59
U082,2025-02-07 15:27:59.978749,WhatsApp,279,0,Friday,15,9,WhatsApp,0.87
U187,2025-02-02 21:47:59.978760,Instagram,270,3,Sunday,21,7,Facebook,4.49
U015,2025-03-02 03:01:59.978771,Spotify,38,2,Sunday,3,6,Telegram,9.03
U024,2025-01-06 18:41:59.978783,Spotify,105,4,Monday,18,4,Twitter,53.64
U043,2025-01-21 07:29:59.978794,Spotify,168,0,Tuesday,7,6,Twitter,1.88
U073,2025-01-30 18:07:59.978806,Instagram,63,5,Thursday,18,2,YouTube,10.39
U135,2025-03-07 22:49:59.978817,Telegram,129,4,Friday,22,3,Facebook,13.93
U176,2025-03-08 22:17:59.978834,Spotify,214,4,Saturday,22,3,Twitter,9.21
U015,2025-02-25 00:32:59.978846,WhatsApp,72,4,Tuesday,0,7,Spotify,7.49
U036,2025-01-29 15:38:59.978858,Instagram,143,3,Wednesday,15,5,Spotify,1.12
U136,2025-02-21 09:33:59.978869,Twitter,62,3,Friday,9,11,YouTube,17.25
U176,2025-01-14 04:44:59.978886,Instagram,25,3,Tuesday,4,4,Spotify,15.48
U122,2025-01-14 14:55:59.978907,YouTube,296,0,Tuesday,14,3,YouTube,48.91
U003,2025-02-24 02:09:59.978921,Facebook,272,2,Monday,2,3,Telegram,16.62
U162,2025-02-11 00:37:59.978932,YouTube,261,5,Tuesday,0,5,Telegram,2.83
U066,2025-02-24 20:59:59.978944,YouTube,76,2,Monday,20,4,TikTok,6.53
U094,2025-01-01 05:28:59.978956,Spotify,76,1,Wednesday,5,7,YouTube,0.97
U112,2025-01-12 22:20:59.978967,Twitter,230,4,Sunday,22,6,YouTube,18.92
U138,2025-01-24 20:18:59.978979,Facebook,157,4,Friday,20,5,YouTube,1.42
U007,2025-03-08 09:31:59.978990,Telegram,147,4,Saturday,9,5,Twitter,7.56
U161,2025-02-03 05:03:59.979002,Facebook,224,1,Monday,5,7,YouTube,9.47
U191,2025-02-19 06:44:59.979013,Twitter,285,1,Wednesday,6,6,Facebook,2.11
U001,2025-02-25 20:32:59.979025,TikTok,159,2,Tuesday,20,9,YouTube,10.7
U127,2025-01-31 20:18:59.979036,Telegram,18,2,Friday,20,3,Twitter,7.98
U107,2025-01-10 21:03:59.979047,Spotify,133,2,Friday,21,5,Facebook,2.32
U001,2025-01-31 08:45:59.979059,Spotify,184,0,Friday,8,10,TikTok,3.01
U083,2025-02-16 21:03:59.979071,Instagram,52,2,Sunday,21,2,TikTok,1.18
U195,2025-01-26 08:08:59.979083,TikTok,63,3,Sunday,8,4,TikTok,23.8
U015,2025-02-17 19:56:59.979095,Facebook,17,2,Monday,19,8,WhatsApp,10.91
U163,2025-01-03 21:39:59.979106,WhatsApp,214,3,Friday,21,8,Twitter,18.03
U014,2025-02-23 13:55:59.979118,Instagram,159,4,Sunday,13,3,WhatsApp,5.76
U017,2025-02-04 01:10:59.979129,Facebook,95,3,Tuesday,1,6,WhatsApp,1.21
U127,2025-02-03 13:38:59.979140,TikTok,185,1,Monday,13,4,Telegram,5.08
U027,2025-03-01 22:57:59.979152,WhatsApp,30,3,Saturday,22,1,None,0.24
U091,2025-01-19 17:06:59.979165,Telegram,277,0,Sunday,17,5,Spotify,15.27
U085,2025-01-12 04:39:59.979184,Instagram,284,2,Sunday,4,3,YouTube,0.41
U089,2025-01-06 19:52:59.979196,WhatsApp,187,3,Monday,19,4,Facebook,24.25
U124,2025-02-21 13:29:59.979207,Spotify,274,2,Friday,13,6,Twitter,5.45
U181,2025-01-29 16:19:59.979223,Twitter,252,0,Wednesday,16,4,TikTok,19.93
U173,2025-02-22 01:05:59.979235,Spotify,47,5,Saturday,1,4,YouTube,1.14
U093,2025-01-31 00:50:59.979247,Twitter,122,2,Friday,0,2,Spotify,1.33
U027,2025-01-29 10:49:59.979258,YouTube,21,2,Wednesday,10,2,WhatsApp,6.99
U004,2025-02-11 16:04:59.979270,Telegram,100,3,Tuesday,16,4,Telegram,1.16
U013,2025-02-01 21:59:59.979281,WhatsApp,285,5,Saturday,21,6,YouTube,12.97
U008,2025-03-10 05:27:59.979292,TikTok,182,3,Monday,5,2,TikTok,10.45
U193,2025-02-10 10:30:59.979303,WhatsApp,43,5,Monday,10,3,YouTube,13.13
U077,2025-01-06 03:55:59.979315,WhatsApp,177,5,Monday,3,6,WhatsApp,1.47
U075,2025-01-24 07:58:59.979327,Telegram,44,2,Friday,7,3,Spotify,7.99
U034,2025-01-28 22:01:59.979342,Instagram,24,3,Tuesday,22,6,Twitter,6.84
U087,2025-02-04 00:31:59.979354,Telegram,153,1,Tuesday,0,4,WhatsApp,2.53
U189,2025-01-08 22:04:59.979372,WhatsApp,56,2,Wednesday,22,3,Spotify,9.92
U179,2025-01-28 06:43:59.979401,Twitter,198,1,Tuesday,6,6,Facebook,33.82
U080,2025-01-13 08:45:59.979415,Instagram,243,4,Monday,8,2,Telegram,7.63
U131,2025-01-31 02:07:59.979426,Spotify,157,4,Friday,2,6,Facebook,0.55
U157,2025-01-23 05:01:59.979437,Facebook,230,3,Thursday,5,7,Instagram,0.71
U148,2025-01-06 09:18:59.979449,Instagram,160,4,Monday,9,2,YouTube,7.86
U060,2025-01-19 00:49:59.979460,YouTube,228,3,Sunday,0,6,Twitter,6.18
U011,2025-01-13 16:12:59.979474,Telegram,94,5,Monday,16,9,WhatsApp,2.97
U155,2025-02-09 17:33:59.979494,Spotify,36,0,Sunday,17,7,Instagram,5.19
U095,2025-02-07 22:23:59.979510,Facebook,34,3,Friday,22,7,YouTube,5.24
U111,2025-01-23 22:11:59.979522,Facebook,290,0,Thursday,22,4,Facebook,11.1
U070,2025-01-23 19:18:59.979533,TikTok,217,3,Thursday,19,10,Twitter,16.98
U196,2025-03-03 12:07:59.979545,Instagram,215,2,Monday,12,7,YouTube,11.27
U119,2025-02-12 09:06:59.979556,Telegram,244,0,Wednesday,9,6,YouTube,5.7
U169,2025-02-23 18:07:59.979568,Instagram,131,0,Sunday,18,2,Telegram,6.27
U151,2025-01-11 18:48:59.979579,YouTube,199,4,Saturday,18,6,Spotify,4.69
U145,2025-01-27 20:36:59.979590,Facebook,281,2,Monday,20,5,TikTok,1.79
U068,2025-02-03 21:57:59.979604,TikTok,86,0,Monday,21,4,Telegram,3.12
U020,2025-01-04 04:17:59.979624,Instagram,268,2,Saturday,4,5,TikTok,4.91
U046,2025-01-12 03:34:59.979647,YouTube,35,0,Sunday,3,5,WhatsApp,0.67
U126,2025-02-22 08:51:59.979660,WhatsApp,137,4,Saturday,8,5,TikTok,6.63
U018,2025-02-07 22:19:59.979672,TikTok,182,1,Friday,22,6,Facebook,19.02
U161,2025-02-09 10:10:59.979683,YouTube,145,4,Sunday,10,8,Facebook,2.85
U162,2025-01-14 06:20:59.979694,Instagram,20,5,Tuesday,6,6,YouTube,1.38
U157,2025-02-27 10:48:59.979712,TikTok,123,1,Thursday,10,8,Facebook,4.43
U189,2025-01-02 01:20:59.979729,Spotify,126,2,Thursday,1,4,WhatsApp,30.93
U102,2025-02-21 04:27:59.979741,Instagram,239,2,Friday,4,5,Facebook,5.73
U190,2025-01-29 21:56:59.979752,YouTube,169,3,Wednesday,21,8,Telegram,13.83
U050,2025-02-16 04:55:59.979763,Facebook,278,2,Sunday,4,2,Facebook,10.06
U086,2025-03-04 18:42:59.979779,Facebook,236,0,Tuesday,18,7,WhatsApp,15.24
U140,2025-02-28 09:14:59.979797,TikTok,210,1,Friday,9,6,Spotify,20.04
U132,2025-01-24 20:18:59.979815,WhatsApp,59,2,Friday,20,3,Twitter,4.47
U025,2025-03-06 04:52:59.979834,Instagram,76,0,Thursday,4,6,Telegram,5.61
U183,2025-01-22 07:25:59.979852,Spotify,210,1,Wednesday,7,4,Telegram,36.08
U175,2025-03-07 03:44:59.979871,Spotify,227,5,Friday,3,5,Instagram,20.64
U021,2025-01-03 18:21:59.979892,Spotify,55,3,Friday,18,4,TikTok,1.51
U014,2025-01-07 13:52:59.979912,Instagram,193,5,Tuesday,13,4,Instagram,0.36
U067,2025-02-27 04:17:59.979931,WhatsApp,264,0,Thursday,4,4,TikTok,3.64
U175,2025-01-13 19:03:59.979950,Facebook,119,0,Monday,19,6,Spotify,1.66
U077,2025-02-14 09:05:59.979969,Facebook,131,5,Friday,9,7,WhatsApp,12.47
U171,2025-01-07 02:40:59.979998,YouTube,82,2,Tuesday,2,8,YouTube,2.22
U175,2025-02-06 03:31:59.980018,Spotify,129,3,Thursday,3,7,Facebook,11.64
U004,2025-03-04 20:05:59.980052,Telegram,40,2,Tuesday,20,5,Telegram,0.43
U101,2025-02-17 09:19:59.980074,Telegram,82,4,Monday,9,4,Twitter,1.59
U147,2025-01-09 03:54:59.980093,Instagram,196,2,Thursday,3,3,TikTok,2.08
U014,2025-01-22 10:24:59.980111,Facebook,172,4,Wednesday,10,5,Instagram,1.17
U130,2025-02-26 05:48:59.980132,Twitter,238,1,Wednesday,5,2,TikTok,5.89
U155,2025-01-07 09:31:59.980153,YouTube,290,3,Tuesday,9,8,Spotify,0.66
U077,2025-01-27 23:49:59.980175,Telegram,21,1,Monday,23,8,Facebook,15.28
